sRNA	Index	Target	Energy	P-value	Probability	sRNA start	sRNA stop	Target start	Target stop	Annotation	Interaction
sRNA185	24053	Gene911	-7.68	0.8306943931077213	0.0537564018416247	27	48	-56	-3	HIT family protein	((&))
sRNA147	24054	Gene2050	-6.55	1.0106941333409836e-05	0.3096193208532457	1	33	-115	-59	dihydroxyacetone kinase phosphoryl donor subunit DhaM	((&))
sRNA179	24055	Gene2325	-5.56	0.4172674934525319	0.0703975856474913	37	76	-40	-2	DUF4479 family protein	((&))
sRNA186	24056	Gene1947	-9.24	0.5734635150140492	0.0597993790934082	39	63	-186	-139	DUF1659 domain-containing protein	((&))
sRNA82	24057	Gene1577	-9.63	0.3269162077152258	0.0792710924403777	4	38	-21	36	PTS fructose transporter subunit IIC	((&))
sRNA209	24058	Gene1837	-6.63	0.4921481708227343	0.0790921003284081	34	45	-109	-89	Y-family DNA polymerase	((&))
sRNA107	24059	Gene320	-8.94	0.5111377071620851	0.0675814298521845	17	40	-192	-142	NAD(P)/FAD-dependent oxidoreductase	((&))
sRNA174	24060	Gene1150	-9.35	0.1416599923984252	0.0960516333142924	30	69	9	53	alanine/glycine:cation symporter family protein	((&))
sRNA133	24061	Gene2432	-8.2	0.5679328813632119	0.0582259275012611	4	28	-115	-86	DNA-3-methyladenine glycosylase	((&))
sRNA124	24062	Gene1637	-9.45	0.716315833278441	0.0608573524097012	8	36	-180	-128	aspartate--tRNA ligase	((&))
sRNA67	24063	Gene387	-7.53	0.3284080352695006	0.0741898232668217	16	53	65	107	SDR family oxidoreductase	((&))
sRNA18	24064	Gene618	-6.46	0.397670054336435	0.0787249846151729	19	52	-52	-19	DeoR/GlpR family DNA-binding transcription regulator	((&))
sRNA113	24065	Gene332	-8.42	0.2023334841995365	0.0976160724083678	17	49	-200	-175	type I phosphomannose isomerase catalytic subunit	((&))
sRNA147	24066	Gene1874	-6.35	0.2398668362802464	0.080436373646969	37	56	-49	-1	bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase FolD	((&))
sRNA154	24067	Gene1220	-6.44	0.5261574244542211	0.061433262794989	1	33	-99	-45	YjiH family protein	((&))
sRNA186	24068	Gene640	-6.87	0.4549259797003881	0.0655680848407356	37	53	23	60	glycine cleavage system aminomethyltransferase GcvT	((&))
sRNA67	24069	Gene804	-10.45	0.449943094867727	0.0669019120690524	5	20	-100	-59	ferrochelatase	((&))
sRNA9	24070	Gene452	-7.59	0.7216402893261302	0.0611231081622499	12	45	-8	16	BglG family transcription antiterminator	((&))
sRNA141	24071	Gene1878	-10.51	0.7722290678638551	0.0576877507458675	33	70	30	67	urease subunit alpha	((&))
sRNA43	24072	Gene1124	-9.19	0.79784348706768	0.0556524898606877	39	78	-166	-142	nucleoside hydrolase	((&))
sRNA116	24073	Gene2399	-6.21	0.5003645989690022	0.0702371989864213	24	57	-179	-158	HNH endonuclease	((&))
sRNA3	24074	Gene2663	-9.25	0.4988687334974065	0.098567578479567	15	45	5	48	primase alpha helix C-terminal domain-containing protein	((&))
sRNA205	24075	Gene59	-8.54	0.0782327425264642	0.1119591328856466	38	76	63	106	glycine cleavage system protein GcvH	((&))
sRNA17	24076	Gene639	-6.5	0.2340497621171096	0.0793083892760778	12	35	-85	-38	Mrp/NBP35 family ATP-binding protein	((&))
sRNA77	24077	Gene2549	-8.49	0.5820533325302893	0.0758279518717417	3	20	-27	8	glucose PTS transporter subunit IIA	((&))
sRNA111	24078	Gene2772	-7.94	0.4795962726252801	0.1045806040844382	25	53	-145	-90	K(+)-transporting ATPase subunit F	((&))
sRNA9	24079	Gene2040	-13.9	0.6631390271659638	0.0648671274593422	35	57	-179	-141	F0F1 ATP synthase subunit epsilon	(((&)))
sRNA60	24080	Gene1068	-9.76	0.8636152449496095	0.1219398507948291	19	36	75	116	DNA repair protein RadA	((&))
sRNA254	24081	Gene2345	-9.28	0.4372811672291411	0.0723690229319788	10	46	69	116	cell elongation protein CozEb	((&))
sRNA172	24082	Gene2764	-8.75	0.2985753979588372	0.0848899710127337	4	34	-65	-44	NADH-quinone oxidoreductase subunit L	((&))
sRNA103	24083	Gene2027	-8.06	0.8541229032124058	0.0647539223418159	34	59	65	99	3-isopropylmalate dehydratase small subunit	((&))
sRNA41	24084	Gene1317	-16.1	0.0647244739731843	0.1415270667574826	11	27	-111	-91	F0F1 ATP synthase subunit beta	((((&))))
sRNA134	24085	Gene60	-5.94	0.8309580219194601	0.0577409350812369	18	44	-45	-6	DUF4064 domain-containing protein	((&))
sRNA171	24086	Gene620	-5.5	0.7147195233570149	0.0569463267107154	6	25	-145	-87	YibE/F family protein	((&))
sRNA212	24087	Gene222	-8.65	0.1477999588479268	0.1016971410914543	18	52	-141	-92	transcriptional activator RinB	((&))
sRNA151	24088	Gene1292	-10.15	0.6739413449880451	0.0869145994219262	14	25	51	78	trigger factor	((&))
sRNA189	24089	Gene2507	-8.11	0.0350973462776548	0.1902832670929073	29	59	-125	-91	uroporphyrinogen decarboxylase	((&))
sRNA95	24090	Gene1965	-9.11	0.2090221839980071	0.1245336696843004	3	22	57	95	nitrate reductase subunit beta	((&))
sRNA130	24091	Gene1581	-7.8	0.5397507406594289	0.0751411119123368	4	42	-95	-44	autolysin/adhesin Aaa	((&))
sRNA57	24092	Gene202	-8.11	0.5097318009886971	0.066091101561167	1	15	-9	30	MazG nucleotide pyrophosphohydrolase domain-containing protein	((&))
sRNA50	24093	Gene2238	-6.94	0.46393015674393	0.0796212428456304	35	71	-164	-116	acetylglutamate kinase	((&))
sRNA53	24094	Gene437	-8.45	0.7221541743455795	0.0608573524097012	22	43	5	39	aminotransferase class V-fold PLP-dependent enzyme	((&))
sRNA100	24095	Gene2658	-12.03	0.2008269353901238	0.2604772905979123	3	27	-44	-17	S8 family serine peptidase	(((&)))
sRNA23	24096	Gene695	-7.77	0.5312647786958024	0.0633705933612503	27	52	-181	-147	Glu/Leu/Phe/Val dehydrogenase	((&))
sRNA127	24097	Gene2671	-7.68	0.5398602948392747	0.0621392957993027	31	43	-170	-138	superantigen-like protein SSL1	((&))
sRNA186	24098	Gene2235	-8.7	0.592718266979984	0.0589115055349332	36	60	1	44	DNA repair protein RecN	((&))
sRNA46	24099	Gene1968	-9.15	0.7381147708526181	0.055215904001917	34	62	-85	-55	phosphate/phosphite/phosphonate ABC transporter substrate-binding protein	((&))
sRNA9	24100	Gene249	-7.38	0.6734593487594128	0.081405264361921	13	36	-89	-31	orotate phosphoribosyltransferase	((&))
sRNA1	24101	Gene666	-8.05	0.5342174230610879	0.0601624994952025	11	22	-163	-136	30S ribosomal protein S15	((&))
sRNA15	24102	Gene2280	-7.64	0.5475440815651447	0.0657915641558087	6	23	-127	-73	RidA family protein	((&))
sRNA82	24103	Gene1941	-12.67	0.4659798060441966	0.0713955318918761	7	15	-124	-71	fructose bisphosphate aldolase	(((&)))
sRNA239	24104	Gene859	-8.43	0.522577543024628	0.0734578529552401	2	21	39	66	bifunctional glutamate N-acetyltransferase/amino-acid acetyltransferase ArgJ	((&))
sRNA148	24105	Gene881	-7.07	0.6373246219775011	0.0612025116545868	35	44	-45	11	NAD-dependent epimerase/dehydratase family protein	((&))
sRNA47	24106	Gene2601	-9.82	0.1400894305573785	0.2503585997215481	8	44	-177	-128	phage holin	((&))
sRNA3	24107	Gene472	-8.8	0.8584518181204501	0.0551860092482634	9	25	-180	-148	aromatic acid exporter family protein	((&))
sRNA168	24108	Gene1984	-7.68	0.3420692368066245	0.0776502427739189	6	16	-115	-77	YSIRK domain-containing triacylglycerol lipase Lip1	((&))
sRNA50	24109	Gene2801	-11.98	0.3090810639127407	0.08761988329438	21	57	-113	-85	CitMHS family transporter	((&))
sRNA9	24110	Gene1286	-6.34	0.4665086813289214	0.1026712642640193	39	67	0	58	glycosyl hydrolase family 28-related protein	((&))
sRNA56	24111	Gene528	-8.59	0.1145580378122772	0.3148667558617843	33	45	-184	-147	DEAD/DEAH box helicase	((&))
sRNA44	24112	Gene1333	-7.3	0.1274996421281036	0.0951597153393909	13	30	-192	-168	L-lactate permease	((&))
sRNA247	24113	Gene987	-13.44	0.2452663088035855	0.0948709829299454	13	37	-63	-4	M17 family metallopeptidase	(((&)))
sRNA9	24114	Gene624	-7.43	0.5886649195634848	0.122689854926975	16	49	-47	-21	YneF family protein	((&))
sRNA222	24115	Gene1315	-7.18	0.3364634165600596	0.1836628899444866	39	76	-102	-50	FAD/NAD(P)-binding protein	((&))
sRNA65	24116	Gene2399	-6.96	0.2520837214508723	0.0812099889186285	4	31	-92	-70	HNH endonuclease	((&))
sRNA75	24117	Gene1419	-5.85	0.8653951055184362	0.0523059852201879	28	61	-51	2	GntR family transcriptional regulator	((&))
sRNA9	24118	Gene1579	-10.12	0.2128717275083969	0.4004143816859639	11	29	53	90	sirohydrochlorin chelatase	((&))
sRNA9	24119	Gene338	-6.72	0.6761676975202047	0.0513718020347129	21	42	52	99	MIP/aquaporin family protein	((&))
sRNA9	24120	Gene2662	-6.12	0.568453130688175	0.097876523147129	29	45	-85	-50	persulfide dioxygenase-sulfurtransferase CstB	((&))
sRNA167	24121	Gene2145	-8.04	0.201702619735922	0.0963198525594343	17	51	-186	-144	N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase TarA	((&))
sRNA173	24122	Gene2628	-12.81	0.1127258929129301	0.1092179226875188	21	41	17	61	bi-component leukocidin LukGH subunit G	(((&)))
sRNA14	24123	Gene1597	-6.75	0.6486718897699933	0.0532875379822346	9	44	-44	-7	esterase family protein	((&))
sRNA244	24124	Gene1934	-12.3	0.0191768072837742	0.2114476771717531	30	60	-75	-27	tRNA (uridine(34)/cytosine(34)/5-carboxymethylaminomethyluridine(34)-2'-O)-methyltransferase TrmL	(((&)))
sRNA287	24125	Gene1355	-9.54	4.5257294312262e-05	0.2312939868862202	27	41	-124	-88	NAD(P)H-hydrate dehydratase	((&))
sRNA9	24126	Gene997	-6.96	0.5488123640186233	0.0703870510577255	16	40	60	80	methylated-DNA--[protein]-cysteine S-methyltransferase	((&))
sRNA101	24127	Gene717	-8.14	0.5681062500656899	0.0704279443299862	34	60	-86	-44	NCS2 family permease	((&))
sRNA228	24128	Gene784	-9.99	0.1638698465289036	0.1026273334079732	11	29	-18	11	translation elongation factor Ts	((&))
sRNA9	24129	Gene341	-6.43	0.8111674303389091	0.0577403189884956	7	26	-176	-118	YSIRK domain-containing triacylglycerol lipase Lip2/Geh	((&))
sRNA39	24130	Gene969	-7.36	0.3861525141860473	0.0766755486135408	22	32	25	63	ECF transporter S component	((&))
sRNA9	24131	Gene13	-9.2	0.0353737110343519	0.1998376861279881	35	68	46	84	teichoic acid ribitol-phosphate polymerase TarL	((&))
sRNA38	24132	Gene981	-8.44	0.8414005971778862	0.055215904001917	10	25	57	98	serine hydroxymethyltransferase	((&))
sRNA46	24133	Gene2786	-5.97	0.2801244983287376	0.0817692056580978	4	16	-156	-108	tail assembly chaperone	((&))
sRNA152	24134	Gene242	-8.02	0.3217378658247323	0.5064813727139634	33	46	54	87	PTS sugar transporter subunit IIB	((&))
sRNA96	24135	Gene1570	-9.45	0.3119361507592717	0.3458523029429798	37	47	31	64	UMP kinase	((&))
sRNA284	24136	Gene2514	-7.95	0.6482811954337168	0.0535698219476521	20	48	-183	-134	GrpB family protein	((&))
sRNA24	24137	Gene772	-5.95	0.0401770854161391	0.131497905438107	39	74	78	107	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase	((&))
sRNA25	24138	Gene2732	-6.78	0.3316584430663638	0.1120401114633373	25	45	13	37	ImmA/IrrE family metallo-endopeptidase	((&))
sRNA7	24139	Gene1886	-7.09	0.4168035162258412	0.2876073601625638	15	38	-122	-92	YerC/YecD family TrpR-related protein	((&))
sRNA185	24140	Gene27	-5.38	0.3872084595149574	0.0776248974748438	16	50	3	46	TcpE family conjugal transfer membrane protein	((&))
sRNA80	24141	Gene1237	-11.2	0.6525590966316032	0.0654602017162377	34	51	-154	-121	BglG family transcription antiterminator	((&))
sRNA180	24142	Gene2425	-11.8	0.7967846610688811	0.0984884856691606	14	36	12	63	diaminopimelate decarboxylase	((&))
sRNA262	24143	Gene979	-7.47	0.3403387463387741	0.0825582798870088	37	50	-164	-105	zinc-binding alcohol dehydrogenase family protein	((&))
sRNA212	24144	Gene442	-9.19	0.4755450988493677	0.0752939857923724	9	33	-18	7	cold-shock protein	((&))
sRNA50	24145	Gene592	-7.36	0.8483124006325492	0.054915186716434	39	73	-114	-68	metal-sulfur cluster assembly factor	((&))
sRNA54	24146	Gene1001	-9.4	0.2736689122020154	0.0797505250373744	24	43	-101	-69	aspartate kinase	((&))
sRNA242	24147	Gene314	-12.95	0.5582337740116579	0.0569775032419541	9	31	-135	-91	30S ribosomal protein S16	(((&)))
sRNA215	24148	Gene524	-9.05	0.1613942056223245	0.0919456699363453	1	37	-93	-39	arginine deiminase	((&))
sRNA249	24149	Gene915	-13.15	0.2178079784602498	0.2572526897246636	13	46	-133	-84	rhomboid family intramembrane serine protease	(((&)))
sRNA67	24150	Gene1290	-6.59	0.4765748415238392	0.0654734967544846	15	28	10	45	L-lactate dehydrogenase (quinone)	((&))
sRNA9	24151	Gene2167	-8.4	0.4403157437829156	0.0676254132731113	32	41	-9	22	uroporphyrinogen-III C-methyltransferase	((&))
sRNA54	24152	Gene936	-7.59	0.5536463323459105	0.0631355830321767	2	10	-119	-68	glyoxalase/bleomycin resistance/extradiol dioxygenase family protein	((&))
sRNA95	24153	Gene724	-7.85	0.3575656560688591	0.1031520161992488	4	41	59	114	N-acetyl-gamma-glutamyl-phosphate reductase	((&))
sRNA252	24154	Gene1433	-6.71	0.4969054364225549	0.0647086795581021	26	53	32	87	DUF4930 family protein	((&))
sRNA50	24155	Gene818	-8.72	0.0760435880684756	0.1161466995633181	30	39	48	86	septation regulator SpoVG	((&))
sRNA93	24156	Gene2463	-6.22	0.593239984189484	0.0558525304896585	3	30	69	127	5'-nucleotidase, lipoprotein e(P4) family	((&))
sRNA122	24157	Gene265	-5.98	0.1014200510107463	0.1085390619041256	34	66	31	79	DUF309 domain-containing protein	((&))
sRNA57	24158	Gene1535	-5.41	0.6068599122280469	0.0614321552454007	34	71	-43	16	2-oxoacid:ferredoxin oxidoreductase subunit beta	((&))
sRNA3	24159	Gene1615	-6.4	0.3085113001993568	0.1193847866921094	2	26	-71	-22	DNA-directed RNA polymerase subunit beta	((&))
sRNA232	24160	Gene2192	-12.58	0.2899645074788859	0.0973041576194509	34	66	-149	-129	dTMP kinase	(((&)))
sRNA250	24161	Gene2736	-11.55	0.539436842878469	0.0766102753760875	28	36	-181	-138	NAD(P)H-dependent oxidoreductase	((&))
sRNA52	24162	Gene30	-8.44	0.0066422664893761	0.16017447531534	27	58	-138	-84	GTPase ObgE	((&))
sRNA273	24163	Gene1705	-8.76	0.7185274022930042	0.0594988467126789	32	63	-139	-115	phosphocarrier protein HPr	((&))
sRNA208	24164	Gene2162	-10.92	0.2726086799650455	0.0919050643598208	17	53	67	124	glycine glycyltransferase FemB	((&))
sRNA171	24165	Gene2360	-6.38	0.2535541864979422	0.0844167351142329	24	47	43	83	phosphoribosylformylglycinamidine cyclo-ligase	((&))
sRNA119	24166	Gene1157	-8.35	0.0461668583373379	0.3523508347429905	24	55	-127	-99	DoxX family protein	((&))
sRNA50	24167	Gene1334	-10.02	0.2544736465747246	0.0927711079244111	12	36	-40	-4	50S ribosomal protein L19	((&))
sRNA136	24168	Gene195	-8.84	0.1833289640426771	0.0893280218524242	39	65	-61	-27	ribosome assembly RNA-binding protein YhbY	((&))
sRNA58	24169	Gene2083	-9.69	0.6835603962448066	0.062468181186742	36	73	-54	-2	manganese-dependent inorganic pyrophosphatase	((&))
sRNA179	24170	Gene1183	-5.86	0.58381266077504	0.0615875870860222	27	37	-136	-80	zinc ABC transporter substrate-binding lipoprotein AdcA	((&))
sRNA192	24171	Gene2151	-9.75	0.4319428157006617	0.0797882692293151	7	19	-54	-25	SdrH family protein	((&))
sRNA173	24172	Gene2718	-7.46	0.3541929031999352	0.0846320165753345	16	37	7	42	DUF6262 family protein	((&))
sRNA7	24173	Gene680	-6.09	0.3255470523236811	0.3223478534892041	23	53	-165	-123	MerR family transcriptional regulator	((&))
sRNA194	24174	Gene2223	-7.26	0.4905732806595152	0.2963151151670167	32	62	-1	20	Na+/H+ antiporter Mnh1 subunit B	((&))
sRNA192	24175	Gene1259	-6.58	0.4623228833720086	0.0781285378765116	1	21	-108	-80	DNA polymerase III subunit beta	((&))
sRNA192	24176	Gene2689	-12.16	0.1599689577444543	0.1004717101965875	30	58	7	64	chorismate mutase	(((&)))
sRNA235	24177	Gene2252	-10.42	0.1630008636480018	0.0884306734331222	12	28	-114	-74	YozE family protein	((&))
sRNA206	24178	Gene1909	-7.3	0.1397801468172436	0.0931637020487207	12	36	36	88	6-carboxytetrahydropterin synthase QueD	((&))
sRNA224	24179	Gene2678	-10.34	0.195628832652321	0.0990391588797077	4	27	-102	-48	penicillinase repressor BlaI	((&))
sRNA173	24180	Gene1399	-6.96	0.5876921300901712	0.0709346933815158	5	23	-117	-76	DUF1381 domain-containing protein	((&))
sRNA50	24181	Gene1502	-6.68	0.4539606839679188	0.0771080427742202	32	41	17	37	cold shock protein CspA	((&))
sRNA180	24182	Gene2317	-8.45	0.3400139904407225	0.2029577918824261	2	38	55	88	cyclic-di-AMP receptor	((&))
sRNA131	24183	Gene140	-9.05	0.9026031822291628	0.0661238137901016	21	34	-113	-55	Fe-S cluster assembly protein SufB	((&))
sRNA61	24184	Gene511	-9.63	0.2299107544081218	0.0905872332975653	28	59	-76	-43	TetR/AcrR family transcriptional regulator	((&))
sRNA68	24185	Gene1395	-9.45	0.2298894646782232	0.0941081206187283	13	22	-76	-18	multidrug effflux MFS transporter	((&))
sRNA9	24186	Gene2759	-9.55	0.9366154062723366	0.0585590452424934	10	36	-22	25	DUF6037 family protein	((&))
sRNA9	24187	Gene1522	-13.72	0.7814138935281351	0.0581095896613538	31	54	66	105	RNA-binding virulence regulatory protein CvfB	(((&)))
sRNA229	24188	Gene1932	-10.2	0.486692361203333	0.0764520129862854	17	40	-121	-85	terminase large subunit	((&))
sRNA4	24189	Gene2640	-10.47	0.4145964026540271	0.1975130205890013	8	25	-119	-61	conjugal transfer protein	((&))
sRNA182	24190	Gene541	-8.11	0.0496963221837356	0.1190783348071965	7	18	75	113	AzlC family ABC transporter permease	((&))
sRNA201	24191	Gene1777	-9.13	0.6590166419843793	0.0588432688444527	9	45	-111	-77	UPF0223 family protein	((&))
sRNA175	24192	Gene2507	-8.86	0.0886904501195686	0.1128173770825952	16	52	65	106	uroporphyrinogen decarboxylase	((&))
sRNA237	24193	Gene931	-7.11	0.5924957703943479	0.0562880720289798	37	54	-42	-3	phosphopentomutase	((&))
sRNA9	24194	Gene1537	-8.11	0.437581803503737	0.0621796709988934	39	57	58	112	ketol-acid reductoisomerase	((&))
sRNA218	24195	Gene81	-10.07	0.5202171515557696	0.0797505250373744	25	39	-65	-45	guanylate kinase	((&))
sRNA180	24196	Gene1805	-7.71	0.2376276988887191	0.2376743363918618	8	38	35	58	DUF5011 domain-containing protein	((&))
sRNA81	24197	Gene390	-8.49	0.3857526341888196	0.0825726105370578	22	44	-119	-83	bifunctional UDP-sugar hydrolase/5'-nucleotidase	((&))
sRNA9	24198	Gene372	-10.76	0.1506077294552624	0.092554131555833	14	29	22	70	phosphotransferase family protein	((&))
sRNA186	24199	Gene967	-11.14	0.6922680590100246	0.0543939143796015	26	65	-147	-92	phenylalanine--tRNA ligase subunit beta	((&))
sRNA208	24200	Gene1772	-11.52	0.3878204745329444	0.0837092714699064	17	32	-83	-50	diglucosyl diacylglycerol synthase	((&))
sRNA7	24201	Gene1887	-6.86	0.8919757535180988	0.0854874520741842	10	42	-153	-116	type B 50S ribosomal protein L31	((&))
sRNA159	24202	Gene802	-7.06	0.4098449340386552	0.0824449345482466	30	66	-182	-132	YwhD family protein	((&))
sRNA98	24203	Gene856	-6.41	0.3328733243532803	0.107047449668126	10	43	-11	10	type I toxin-antitoxin system Fst family toxin	((&))
sRNA52	24204	Gene1594	-14.33	0.1591303900342362	0.0985835172958483	38	47	-179	-152	ferrochelatase	(((&)))
sRNA96	24205	Gene2372	-6.61	0.4443194332145804	0.2891508159837411	23	48	-75	-17	7-carboxy-7-deazaguanine synthase QueE	((&))
sRNA162	24206	Gene2582	-6.68	0.6031980104736342	0.073371999266825	3	20	-105	-83	bi-component leukocidin LukED subunit D	((&))
sRNA46	24207	Gene390	-11.43	0.2307425133016153	0.0860997152281523	7	20	-89	-67	bifunctional UDP-sugar hydrolase/5'-nucleotidase	((&))
sRNA259	24208	Gene353	-6.23	0.6284311930794308	0.0701408108171462	9	18	-193	-153	glutamine--fructose-6-phosphate transaminase (isomerizing)	((&))
sRNA150	24209	Gene1375	-13.36	0.5677880530507762	0.0742812613038302	35	55	-6	19	arsenate reductase family protein	(((&)))
sRNA84	24210	Gene2140	-7.85	0.1303539623565782	0.2451793273455554	37	55	10	55	HK97 gp10 family phage protein	((&))
sRNA215	24211	Gene253	-6.85	0.4964891643977186	0.0674760295283525	34	62	-137	-89	30S ribosomal protein S10	((&))
sRNA141	24212	Gene1626	-8.84	0.1221949613133197	0.0967886440251637	1	38	-189	-169	4,4'-diapophytoene synthase CrtM	((&))
sRNA243	24213	Gene1321	-6.93	0.0425022632000813	0.1672932528826147	23	62	-163	-125	phosphate acetyltransferase	((&))
sRNA15	24214	Gene2817	-9.47	0.3654519361820805	0.0753924578833198	10	33	-30	4	C45 family autoproteolytic acyltransferase/hydolase	((&))
sRNA9	24215	Gene784	-7.39	0.3252094889904902	0.0687007350847045	32	64	-119	-80	translation elongation factor Ts	((&))
sRNA4	24216	Gene1781	-6.02	0.7208372194308215	0.1252453702351023	6	33	77	102	translation initiation factor IF-2	((&))
sRNA2	24217	Gene1130	-9.62	0.2793757456379815	0.0866332168645774	18	32	-139	-106	choline dehydrogenase	((&))
sRNA208	24218	Gene1683	-8.03	0.2722161503387675	0.0919370928114612	38	61	-54	-15	peptide chain release factor 1	((&))
sRNA32	24219	Gene495	-12.37	0.611934691077819	0.0819963073921378	38	52	-147	-115	Cof-type HAD-IIB family hydrolase	(((&)))
sRNA160	24220	Gene1365	-8.65	0.2955648523559591	0.0798538164751912	4	15	-28	14	bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC	((&))
sRNA186	24221	Gene2828	-11.02	0.6726823226602814	0.055281308757443	38	46	-181	-125	translation elongation factor 4	((&))
sRNA219	24222	Gene1984	-10.0	0.3880167938713973	0.116122064851725	17	51	20	65	YSIRK domain-containing triacylglycerol lipase Lip1	((&))
sRNA105	24223	Gene1875	-8.8	0.802918884639697	0.0543939143796015	2	14	-25	10	cell division regulator GpsB	((&))
sRNA144	24224	Gene1470	-11.44	0.3569166194150045	0.479685189262694	32	68	46	91	type 2 isopentenyl-diphosphate Delta-isomerase	((&))
sRNA145	24225	Gene709	-8.63	0.0706756052806695	0.338299201874749	8	17	-101	-72	ATP-dependent protease ATPase subunit HslU	((&))
sRNA209	24226	Gene2540	-8.04	0.5323184384963936	0.0766831893763761	36	62	69	123	low temperature requirement protein A	((&))
sRNA163	24227	Gene2035	-8.35	0.917947373281031	0.083093516625408	32	43	78	108	threonine/serine exporter family protein	((&))
sRNA66	24228	Gene128	-8.75	0.313462528978105	0.1196421768175186	18	55	-21	26	Cof-type HAD-IIB family hydrolase	((&))
sRNA24	24229	Gene1708	-11.08	0.5455033176325164	0.0745366027623281	30	69	-49	-4	threonine/serine exporter ThrE family protein	((&))
sRNA96	24230	Gene2685	-11.26	0.2955368588664149	0.353708879508208	24	55	70	114	FeoB-associated Cys-rich membrane protein	((&))
sRNA28	24231	Gene484	-11.13	0.1356263344698703	0.4372269831193587	32	66	-49	-29	teichoic acid D-Ala esterase FmtA	((&))
sRNA64	24232	Gene1828	-6.87	0.6082691098702894	0.0671684283281729	4	42	-79	-28	DUF1672 domain-containing protein	((&))
sRNA156	24233	Gene533	-7.75	0.8263263106093817	0.0533870014929262	25	62	-174	-144	F0F1 ATP synthase subunit beta	((&))
sRNA96	24234	Gene2421	-9.24	0.4162436747112079	0.3004431018220916	23	60	-132	-87	DUF1405 domain-containing protein	((&))
sRNA77	24235	Gene2069	-14.54	0.5760192857495728	0.0761606026761965	1	22	32	73	1-phosphofructokinase	(((&)))
sRNA78	24236	Gene1580	-6.92	0.2372846256598414	0.090411812361676	4	27	35	58	cell division protein FtsZ	((&))
sRNA188	24237	Gene1314	-9.07	0.2182458043167141	0.0883692122237317	16	38	79	106	DUF2179 domain-containing protein	((&))
sRNA132	24238	Gene2401	-8.34	0.2444983224182624	0.0903667602536334	5	13	23	80	elongation factor Tu	((&))
sRNA244	24239	Gene2497	-11.19	0.0260368626914684	0.2013423079811198	19	44	-39	4	urease accessory protein UreD	((&))
sRNA63	24240	Gene2242	-15.3	0.3291639780579434	0.0768794663802524	5	21	-190	-137	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	(((&)))
sRNA17	24241	Gene215	-6.21	0.4325278661180936	0.0651495293246073	30	43	-155	-116	Na+/H+ antiporter Mnh2 subunit F	((&))
sRNA226	24242	Gene2475	-6.13	0.8622214379169418	0.0567169638987957	30	52	65	118	LysE/ArgO family amino acid transporter	((&))
sRNA14	24243	Gene511	-6.17	0.4945835306379512	0.0633963409471635	35	49	-9	12	TetR/AcrR family transcriptional regulator	((&))
sRNA104	24244	Gene1261	-6.55	0.785719756274978	0.1138009855371852	34	52	-8	20	low specificity L-threonine aldolase	((&))
sRNA209	24245	Gene712	-11.21	0.7046416081550954	0.0661238137901016	33	47	-92	-62	Fur family transcriptional regulator	((&))
sRNA146	24246	Gene2181	-9.98	0.4592892977958704	0.103839281837202	25	50	-130	-98	DUF3427 domain-containing protein	((&))
sRNA44	24247	Gene504	-9.41	0.5401806051398048	0.0638706599636694	30	49	-91	-41	cytochrome aa3 quinol oxidase subunit II	((&))
sRNA160	24248	Gene908	-10.17	0.5655948767473412	0.0649627791870742	11	41	-80	-21	biotin/lipoate A/B protein ligase family protein	((&))
sRNA34	24249	Gene1840	-7.7	0.4137235461024205	0.1940732811874828	29	58	24	66	DUF5325 family protein	((&))
sRNA97	24250	Gene1550	-6.95	0.9277712779585292	0.070193795033328	37	52	-9	29	alanine racemase	((&))
sRNA146	24251	Gene251	-7.11	0.4748596796332057	0.1022754903388255	7	32	-199	-177	peptide resistance ABC transporter ATP-binding subunit VraD	((&))
sRNA208	24252	Gene2189	-6.92	0.694337009743986	0.0669746908402106	21	58	-146	-109	fructosamine kinase family protein	((&))
sRNA104	24253	Gene2259	-9.66	0.9474032829437352	0.055215904001917	39	75	-3	23	pyridoxal 5'-phosphate synthase lyase subunit PdxS	((&))
sRNA50	24254	Gene1373	-7.02	0.1114940217607685	0.1101581721298445	12	28	-84	-64	glycine cleavage system protein GcvH	((&))
sRNA223	24255	Gene1255	-12.99	0.519202366040938	0.1920181872669063	26	43	-82	-61	heme A synthase	(((&)))
sRNA64	24256	Gene425	-8.57	0.5364537867052009	0.0707950326312222	12	43	53	75	superoxide dismutase	((&))
sRNA67	24257	Gene551	-10.07	0.087632780741461	0.1004395320932083	5	26	-52	5	tyrosine-type recombinase/integrase	((&))
sRNA182	24258	Gene1986	-7.74	0.8477348194650751	0.0553449471424346	31	56	72	121	ribosomal protein S18-alanine N-acetyltransferase	((&))
sRNA249	24259	Gene2721	-7.55	0.4159626795222559	0.1959230714256138	28	38	15	36	terminase small subunit	((&))
sRNA50	24260	Gene1420	-10.2	0.2564375212198393	0.0918426600574549	1	26	39	86	30S ribosomal protein S18	((&))
