id1;id2;start1;end1;start2;end2;E
Gene2584;sRNA156;442;449;137;144;-6.19
Gene1378;sRNA12;996;1022;175;201;-6.19
Gene977;sRNA105;745;767;77;99;-6.19
Gene2043;sRNA190;525;552;13;40;-6.19
Gene1962;sRNA17;925;939;45;59;-6.19
Gene2645;sRNA80;774;804;2;32;-6.19
Gene2401;sRNA12;771;804;119;152;-6.19
Gene559;sRNA9;51;77;170;196;-6.19
Gene2459;sRNA129;185;209;66;90;-6.19
Gene1694;sRNA159;1279;1285;3;9;-6.19
Gene2342;sRNA103;783;792;64;73;-6.19
Gene1038;sRNA264;1106;1118;96;108;-6.19
Gene652;sRNA34;91;120;131;160;-6.19
Gene363;sRNA236;261;279;9;27;-6.19
Gene1441;sRNA190;175;182;68;75;-6.19
Gene1755;sRNA13;521;537;46;62;-6.19
Gene1771;sRNA257;1225;1255;34;64;-6.19
Gene1823;sRNA139;532;566;152;186;-6.19
Gene1020;sRNA108;16;33;40;57;-6.19
Gene1734;sRNA171;1172;1178;11;17;-6.19
Gene1687;sRNA7;1395;1426;50;81;-6.19
Gene801;sRNA149;531;541;155;165;-6.19
Gene2235;sRNA63;486;517;194;225;-6.19
Gene2392;sRNA109;1487;1504;93;110;-6.19
Gene1482;sRNA228;665;690;3;28;-6.19
Gene1212;sRNA122;447;469;180;202;-6.19
Gene1504;sRNA208;1277;1296;58;77;-6.19
Gene1694;sRNA181;454;481;96;123;-6.19
Gene711;sRNA216;10;44;116;150;-6.19
Gene1615;sRNA172;1052;1070;136;154;-6.19
Gene1000;sRNA74;91;113;157;179;-6.19
Gene201;sRNA241;718;751;121;154;-6.19
Gene2239;sRNA151;100;128;50;78;-6.18
Gene104;sRNA140;1039;1064;115;140;-6.18
Gene2331;sRNA204;243;252;29;38;-6.18
Gene674;sRNA202;1473;1489;80;96;-6.18
Gene1473;sRNA254;1482;1497;173;188;-6.18
Gene2588;sRNA135;1459;1482;2;25;-6.18
Gene717;sRNA149;1390;1399;22;31;-6.18
Gene346;sRNA201;578;594;97;113;-6.18
Gene1903;sRNA147;197;228;114;145;-6.18
Gene1557;sRNA3;1334;1354;58;78;-6.18
Gene1822;sRNA173;310;319;115;124;-6.18
Gene446;sRNA156;101;118;153;170;-6.18
Gene1339;sRNA140;1236;1261;101;126;-6.18
Gene2005;sRNA239;782;815;99;132;-6.18
Gene931;sRNA80;1497;1510;58;71;-6.18
Gene2395;sRNA65;1010;1030;63;83;-6.18
Gene1561;sRNA258;176;201;153;178;-6.18
Gene2448;sRNA199;385;414;5;34;-6.18
Gene539;sRNA218;1065;1078;100;113;-6.18
Gene1398;sRNA229;867;890;62;85;-6.18
Gene1710;sRNA78;1190;1203;28;41;-6.18
Gene1891;sRNA44;111;136;52;77;-6.18
Gene1167;sRNA208;549;561;14;26;-6.18
Gene1189;sRNA28;483;490;67;74;-6.18
Gene1056;sRNA190;1169;1187;108;126;-6.18
Gene1231;sRNA63;613;627;46;60;-6.18
Gene2516;sRNA140;1336;1357;178;199;-6.18
Gene233;sRNA101;1370;1402;26;58;-6.18
Gene641;sRNA278;626;650;150;174;-6.18
Gene183;sRNA24;1229;1255;180;206;-6.18
Gene713;sRNA207;1338;1345;94;101;-6.18
Gene2535;sRNA23;421;436;191;206;-6.18
Gene551;sRNA9;471;484;77;90;-6.18
Gene2420;sRNA240;434;446;61;73;-6.18
Gene2202;sRNA164;1181;1203;71;93;-6.18
Gene974;sRNA309;391;407;7;23;-6.18
Gene207;sRNA67;143;164;26;47;-6.18
Gene684;sRNA76;560;579;150;169;-6.18
Gene1892;sRNA210;500;511;17;28;-6.18
Gene457;sRNA215;221;243;14;36;-6.18
Gene382;sRNA90;1142;1168;17;43;-6.18
Gene1325;sRNA3;14;42;179;207;-6.18
Gene1786;sRNA149;1344;1365;78;99;-6.17
Gene2496;sRNA178;502;508;161;167;-6.17
Gene388;sRNA191;1351;1368;149;166;-6.17
Gene429;sRNA237;825;850;101;126;-6.17
Gene2400;sRNA113;771;778;125;132;-6.17
Gene2267;sRNA141;1307;1327;140;160;-6.17
Gene2338;sRNA230;593;605;135;147;-6.17
Gene1497;sRNA228;870;877;16;23;-6.17
Gene637;sRNA118;1219;1242;28;51;-6.17
Gene1882;sRNA234;942;949;10;17;-6.17
Gene1760;sRNA206;1120;1150;146;176;-6.17
Gene66;sRNA22;1397;1408;8;19;-6.17
Gene2537;sRNA198;1156;1170;79;93;-6.17
Gene279;sRNA156;742;752;13;23;-6.17
Gene1468;sRNA140;450;479;89;118;-6.17
Gene2246;sRNA80;880;904;46;70;-6.17
Gene753;sRNA247;38;65;84;111;-6.17
Gene2794;sRNA191;123;146;118;141;-6.17
Gene2412;sRNA9;448;470;193;215;-6.17
Gene60;sRNA148;198;209;91;102;-6.17
Gene1990;sRNA195;1299;1315;77;93;-6.17
Gene511;sRNA194;546;563;196;213;-6.17
Gene247;sRNA32;1240;1260;21;41;-6.17
Gene683;sRNA50;501;531;197;227;-6.17
Gene993;sRNA174;66;86;24;44;-6.17
Gene2236;sRNA234;1395;1410;89;104;-6.17
Gene471;sRNA278;1072;1093;78;99;-6.17
Gene2258;sRNA29;351;371;154;174;-6.17
Gene1270;sRNA219;149;155;150;156;-6.17
Gene1417;sRNA282;1177;1204;71;98;-6.17
Gene1188;sRNA167;528;551;59;82;-6.17
Gene1609;sRNA198;1473;1482;125;134;-6.17
Gene1991;sRNA268;404;431;121;148;-6.17
Gene2104;sRNA82;1283;1315;188;220;-6.17
Gene817;sRNA22;668;698;171;201;-6.17
Gene2820;sRNA7;1154;1171;130;147;-6.17
Gene1986;sRNA9;61;73;35;47;-6.17
Gene1192;sRNA9;1408;1425;38;55;-6.17
Gene1842;sRNA142;292;305;3;16;-6.17
Gene566;sRNA4;1181;1197;26;42;-6.17
Gene2859;sRNA164;1005;1015;182;192;-6.17
Gene64;sRNA12;40;48;23;31;-6.17
Gene1369;sRNA92;785;791;93;99;-6.17
Gene2153;sRNA248;552;585;97;130;-6.17
Gene663;sRNA73;1142;1160;195;213;-6.17
Gene472;sRNA47;939;964;144;169;-6.17
Gene2035;sRNA39;1330;1355;58;83;-6.17
Gene2648;sRNA155;66;86;87;107;-6.16
Gene416;sRNA128;592;603;158;169;-6.16
Gene1214;sRNA83;350;362;78;90;-6.16
Gene1947;sRNA257;219;237;47;65;-6.16
Gene2594;sRNA229;355;369;46;60;-6.16
Gene2597;sRNA204;755;768;91;104;-6.16
Gene1318;sRNA139;726;760;72;106;-6.16
Gene859;sRNA241;1109;1131;120;142;-6.16
Gene1271;sRNA231;347;366;159;178;-6.16
Gene453;sRNA174;358;386;196;224;-6.16
Gene1425;sRNA139;665;687;75;97;-6.16
Gene2203;sRNA9;1054;1081;146;173;-6.16
Gene456;sRNA84;306;318;74;86;-6.16
Gene598;sRNA8;1213;1231;23;41;-6.16
Gene2200;sRNA113;949;975;115;141;-6.16
Gene2256;sRNA141;607;615;31;39;-6.16
Gene2548;sRNA125;768;782;82;96;-6.16
Gene2720;sRNA72;1233;1253;60;80;-6.16
Gene118;sRNA83;1229;1261;154;186;-6.16
Gene1389;sRNA35;588;616;125;153;-6.16
Gene1444;sRNA210;147;178;111;142;-6.16
Gene1406;sRNA214;831;841;137;147;-6.16
Gene2156;sRNA143;487;501;131;145;-6.16
Gene2307;sRNA187;739;765;105;131;-6.16
Gene2767;sRNA41;660;674;185;199;-6.16
Gene1993;sRNA88;545;566;3;24;-6.16
Gene2111;sRNA112;13;31;162;180;-6.16
Gene2125;sRNA108;19;25;1;7;-6.16
Gene2007;sRNA213;324;342;60;78;-6.16
Gene1028;sRNA217;1199;1210;68;79;-6.16
Gene987;sRNA163;629;644;57;72;-6.16
Gene1470;sRNA206;780;791;87;98;-6.16
Gene453;sRNA83;664;670;148;154;-6.16
Gene2843;sRNA257;698;724;182;208;-6.16
Gene1268;sRNA225;1242;1265;20;43;-6.16
Gene2792;sRNA9;1051;1077;112;138;-6.16
Gene1280;sRNA111;450;473;21;44;-6.16
Gene773;sRNA273;1415;1437;28;50;-6.16
Gene778;sRNA204;726;748;190;212;-6.16
Gene900;sRNA5;991;1000;153;162;-6.15
Gene154;sRNA152;484;490;101;107;-6.15
Gene2467;sRNA240;1375;1392;133;150;-6.15
Gene1275;sRNA34;825;855;130;160;-6.15
Gene1029;sRNA128;268;294;68;94;-6.15
Gene357;sRNA121;190;203;180;193;-6.15
Gene2653;sRNA210;1445;1462;20;37;-6.15
Gene263;sRNA248;627;649;61;83;-6.15
Gene2337;sRNA113;131;142;64;75;-6.15
Gene1629;sRNA140;720;749;146;175;-6.15
Gene1850;sRNA144;1354;1364;76;86;-6.15
Gene1380;sRNA31;964;981;8;25;-6.15
Gene2504;sRNA186;666;677;165;176;-6.15
Gene609;sRNA84;1078;1098;135;155;-6.15
Gene2613;sRNA73;1409;1415;83;89;-6.15
Gene621;sRNA3;330;355;161;186;-6.15
Gene2427;sRNA14;563;589;170;196;-6.15
Gene1304;sRNA9;71;83;45;57;-6.15
Gene1796;sRNA63;651;658;118;125;-6.15
Gene1945;sRNA86;801;810;195;204;-6.15
Gene276;sRNA116;115;138;184;207;-6.15
Gene154;sRNA265;1448;1469;181;202;-6.15
Gene2526;sRNA58;383;393;109;119;-6.15
Gene155;sRNA7;260;266;190;196;-6.15
Gene1317;sRNA92;1236;1250;195;209;-6.15
Gene1039;sRNA205;629;656;199;226;-6.15
Gene2139;sRNA49;777;798;40;61;-6.15
Gene596;sRNA200;253;277;111;135;-6.15
Gene441;sRNA219;1339;1359;88;108;-6.15
Gene310;sRNA21;1323;1342;69;88;-6.15
Gene2689;sRNA8;542;569;126;153;-6.15
Gene1017;sRNA55;606;634;141;169;-6.15
Gene1042;sRNA216;232;238;42;48;-6.15
Gene146;sRNA87;515;547;10;42;-6.15
Gene1688;sRNA7;513;547;2;36;-6.15
Gene82;sRNA106;653;667;127;141;-6.15
Gene317;sRNA262;699;716;26;43;-6.15
Gene2361;sRNA170;525;549;13;37;-6.15
Gene2861;sRNA226;529;546;139;156;-6.15
Gene190;sRNA50;743;762;34;53;-6.15
Gene132;sRNA262;734;745;159;170;-6.15
Gene1013;sRNA51;1346;1354;182;190;-6.15
Gene714;sRNA241;497;527;92;122;-6.15
Gene163;sRNA298;1030;1064;4;38;-6.15
Gene2016;sRNA198;605;621;131;147;-6.15
Gene2495;sRNA177;531;545;138;152;-6.15
Gene2753;sRNA291;349;359;53;63;-6.15
Gene2481;sRNA5;1475;1495;51;71;-6.15
Gene2419;sRNA206;142;159;12;29;-6.14
Gene552;sRNA7;708;736;179;207;-6.14
Gene1723;sRNA22;717;724;49;56;-6.14
Gene505;sRNA163;1162;1193;92;123;-6.14
Gene230;sRNA195;478;498;165;185;-6.14
Gene1306;sRNA169;1149;1173;127;151;-6.14
Gene494;sRNA245;1353;1367;51;65;-6.14
Gene1961;sRNA18;1032;1041;134;143;-6.14
Gene398;sRNA65;1374;1406;151;183;-6.14
Gene2663;sRNA78;138;154;58;74;-6.14
Gene2150;sRNA3;1268;1275;41;48;-6.14
Gene2336;sRNA15;689;710;83;104;-6.14
Gene543;sRNA145;244;253;36;45;-6.14
Gene1914;sRNA286;416;433;143;160;-6.14
Gene2031;sRNA196;1061;1067;124;130;-6.14
Gene547;sRNA138;926;943;112;129;-6.14
Gene179;sRNA107;638;671;186;219;-6.14
Gene1150;sRNA20;1290;1320;122;152;-6.14
Gene2451;sRNA155;15;43;196;224;-6.14
Gene2462;sRNA129;95;124;127;156;-6.14
Gene244;sRNA34;5;16;172;183;-6.14
Gene1848;sRNA74;1087;1106;180;199;-6.14
Gene2380;sRNA169;1050;1072;168;190;-6.14
Gene1341;sRNA80;63;75;48;60;-6.14
Gene330;sRNA244;210;229;176;195;-6.14
Gene335;sRNA273;44;68;38;62;-6.14
Gene974;sRNA6;481;510;85;114;-6.14
Gene229;sRNA9;255;287;43;75;-6.14
Gene1915;sRNA149;930;957;30;57;-6.14
Gene356;sRNA132;617;625;160;168;-6.14
Gene1278;sRNA218;1176;1205;105;134;-6.14
Gene2839;sRNA129;128;157;180;209;-6.14
Gene2698;sRNA26;659;691;13;45;-6.14
Gene875;sRNA275;190;201;130;141;-6.14
Gene1808;sRNA65;110;140;125;155;-6.14
Gene1226;sRNA215;110;124;22;36;-6.14
Gene460;sRNA285;738;771;80;113;-6.14
Gene2543;sRNA50;677;702;150;175;-6.14
Gene854;sRNA34;133;165;188;220;-6.14
Gene2431;sRNA35;1178;1192;153;167;-6.14
Gene498;sRNA4;1365;1386;133;154;-6.14
Gene2385;sRNA192;1465;1474;137;146;-6.14
Gene1034;sRNA192;360;373;126;139;-6.14
Gene1154;sRNA101;969;978;142;151;-6.13
Gene1727;sRNA122;420;440;194;214;-6.13
Gene681;sRNA7;1447;1481;73;107;-6.13
Gene2394;sRNA197;1307;1326;137;156;-6.13
Gene2806;sRNA47;457;481;78;102;-6.13
Gene2634;sRNA62;468;501;80;113;-6.13
Gene2377;sRNA173;481;500;87;106;-6.13
Gene16;sRNA54;758;771;124;137;-6.13
Gene222;sRNA25;1496;1519;187;210;-6.13
Gene1372;sRNA289;1458;1478;132;152;-6.13
Gene1177;sRNA100;1425;1444;124;143;-6.13
Gene1782;sRNA214;672;694;79;101;-6.13
Gene2400;sRNA11;506;537;33;64;-6.13
Gene1000;sRNA121;16;25;57;66;-6.13
Gene1015;sRNA257;228;249;198;219;-6.13
Gene2526;sRNA187;1402;1435;144;177;-6.13
Gene1511;sRNA232;901;932;154;185;-6.13
Gene2429;sRNA108;69;85;29;45;-6.13
Gene880;sRNA129;673;680;20;27;-6.13
Gene1785;sRNA232;388;414;129;155;-6.13
Gene2480;sRNA187;936;960;179;203;-6.13
Gene2653;sRNA191;1206;1236;178;208;-6.13
Gene253;sRNA7;456;471;81;96;-6.13
Gene2767;sRNA144;567;576;180;189;-6.13
Gene1142;sRNA171;921;932;9;20;-6.13
Gene2508;sRNA186;828;857;12;41;-6.13
Gene2157;sRNA99;1019;1047;112;140;-6.13
Gene1591;sRNA206;682;688;64;70;-6.13
Gene2691;sRNA9;588;594;156;162;-6.13
Gene637;sRNA9;979;1003;152;176;-6.13
Gene752;sRNA188;711;717;161;167;-6.13
Gene2407;sRNA9;5;33;172;200;-6.13
Gene1949;sRNA32;1086;1093;61;68;-6.13
Gene2786;sRNA28;344;364;2;22;-6.13
Gene2624;sRNA222;216;226;156;166;-6.13
Gene1489;sRNA226;1181;1200;108;127;-6.13
Gene1349;sRNA50;451;476;136;161;-6.13
Gene2431;sRNA83;823;853;8;38;-6.13
Gene2714;sRNA64;3;33;4;34;-6.13
Gene1227;sRNA14;869;876;54;61;-6.13
Gene463;sRNA158;1140;1148;124;132;-6.13
Gene2514;sRNA108;1450;1476;12;38;-6.13
Gene1739;sRNA65;765;783;89;107;-6.13
Gene2488;sRNA31;101;123;122;144;-6.13
Gene652;sRNA40;1120;1150;91;121;-6.13
Gene1513;sRNA84;1473;1482;39;48;-6.12
Gene822;sRNA186;1406;1422;197;213;-6.12
Gene1440;sRNA170;733;759;142;168;-6.12
Gene2310;sRNA79;43;64;145;166;-6.12
Gene721;sRNA39;266;293;18;45;-6.12
Gene624;sRNA224;432;452;177;197;-6.12
Gene2094;sRNA9;650;678;44;72;-6.12
Gene2425;sRNA165;1263;1285;8;30;-6.12
Gene1616;sRNA201;16;28;145;157;-6.12
Gene1708;sRNA218;1150;1175;62;87;-6.12
Gene1980;sRNA178;616;634;139;157;-6.12
Gene949;sRNA5;393;424;80;111;-6.12
Gene414;sRNA80;1146;1160;146;160;-6.12
Gene1998;sRNA132;742;767;127;152;-6.12
Gene1842;sRNA207;958;986;98;126;-6.12
Gene1782;sRNA53;101;118;166;183;-6.12
Gene2167;sRNA199;1285;1314;172;201;-6.12
Gene1506;sRNA122;1073;1107;76;110;-6.12
Gene1099;sRNA79;759;773;91;105;-6.12
Gene1390;sRNA191;1471;1499;121;149;-6.12
Gene130;sRNA37;301;328;129;156;-6.12
Gene1809;sRNA139;834;851;90;107;-6.12
Gene2816;sRNA60;713;734;39;60;-6.12
Gene2599;sRNA9;1131;1138;139;146;-6.12
Gene2476;sRNA168;507;536;3;32;-6.12
Gene2704;sRNA219;144;168;84;108;-6.12
Gene2662;sRNA5;1167;1192;103;128;-6.12
Gene2602;sRNA9;83;115;62;94;-6.12
Gene2613;sRNA232;481;496;130;145;-6.12
Gene678;sRNA222;1311;1323;41;53;-6.12
Gene979;sRNA52;1406;1425;101;120;-6.12
Gene2563;sRNA168;986;1009;72;95;-6.12
Gene2088;sRNA111;12;42;147;177;-6.12
Gene1958;sRNA55;834;857;160;183;-6.12
Gene1396;sRNA171;1254;1269;75;90;-6.12
Gene312;sRNA84;467;493;195;221;-6.12
Gene2694;sRNA76;563;580;16;33;-6.12
Gene2480;sRNA83;1457;1464;154;161;-6.12
Gene2635;sRNA144;935;943;153;161;-6.12
Gene1001;sRNA100;732;739;142;149;-6.12
Gene2739;sRNA135;161;180;175;194;-6.12
Gene2201;sRNA38;1180;1189;25;34;-6.12
Gene2111;sRNA74;1052;1068;174;190;-6.12
Gene1414;sRNA61;1255;1280;97;122;-6.12
Gene1753;sRNA65;879;910;64;95;-6.12
Gene968;sRNA158;980;992;91;103;-6.12
Gene230;sRNA274;1264;1285;27;48;-6.12
Gene1919;sRNA175;441;466;114;139;-6.11
Gene772;sRNA137;813;833;172;192;-6.11
Gene2673;sRNA61;77;87;72;82;-6.11
Gene2444;sRNA136;1007;1028;18;39;-6.11
Gene852;sRNA120;1252;1272;72;92;-6.11
Gene417;sRNA245;1029;1041;196;208;-6.11
Gene2002;sRNA48;1064;1072;124;132;-6.11
Gene1828;sRNA148;1015;1038;157;180;-6.11
Gene734;sRNA82;667;678;153;164;-6.11
Gene140;sRNA152;1220;1226;158;164;-6.11
Gene693;sRNA60;893;912;62;81;-6.11
Gene1173;sRNA35;1055;1085;101;131;-6.11
Gene859;sRNA233;1136;1154;50;68;-6.11
Gene1916;sRNA126;647;668;49;70;-6.11
Gene313;sRNA287;1196;1217;100;121;-6.11
Gene2532;sRNA49;833;849;29;45;-6.11
Gene75;sRNA50;1342;1360;88;106;-6.11
Gene2547;sRNA194;306;324;44;62;-6.11
Gene2119;sRNA47;434;448;118;132;-6.11
Gene518;sRNA256;1208;1217;90;99;-6.11
Gene383;sRNA9;262;268;103;109;-6.11
Gene2015;sRNA230;1339;1357;148;166;-6.11
Gene1257;sRNA176;907;939;66;98;-6.11
Gene1328;sRNA134;1298;1330;29;61;-6.11
Gene1919;sRNA51;1274;1286;66;78;-6.11
Gene740;sRNA15;1210;1231;154;175;-6.11
Gene1787;sRNA41;1147;1156;83;92;-6.11
Gene2444;sRNA58;1475;1492;43;60;-6.11
Gene1615;sRNA174;515;534;123;142;-6.11
Gene106;sRNA143;153;162;169;178;-6.11
Gene2797;sRNA9;1005;1034;196;225;-6.11
Gene2823;sRNA14;490;515;109;134;-6.11
Gene2107;sRNA148;312;337;52;77;-6.11
Gene1811;sRNA239;504;512;1;9;-6.11
Gene802;sRNA234;1243;1275;127;159;-6.11
Gene1337;sRNA9;756;786;7;37;-6.11
Gene639;sRNA64;737;767;38;68;-6.11
Gene2233;sRNA10;954;965;89;100;-6.11
Gene1639;sRNA154;1467;1493;68;94;-6.11
Gene1664;sRNA313;1455;1461;14;20;-6.11
Gene459;sRNA202;531;552;67;88;-6.11
Gene751;sRNA239;144;171;28;55;-6.1
Gene1878;sRNA203;1348;1376;64;92;-6.1
Gene2763;sRNA26;710;726;99;115;-6.1
Gene1701;sRNA188;1483;1498;5;20;-6.1
Gene1472;sRNA68;226;237;14;25;-6.1
Gene840;sRNA163;882;906;26;50;-6.1
Gene637;sRNA64;1185;1198;65;78;-6.1
Gene2291;sRNA103;474;499;69;94;-6.1
Gene2624;sRNA135;1270;1285;25;40;-6.1
Gene2784;sRNA269;537;565;194;222;-6.1
Gene235;sRNA54;734;760;97;123;-6.1
Gene416;sRNA192;1019;1049;55;85;-6.1
Gene1725;sRNA9;1206;1219;111;124;-6.1
Gene1064;sRNA208;266;281;130;145;-6.1
Gene447;sRNA22;738;769;119;150;-6.1
Gene2328;sRNA92;216;231;66;81;-6.1
Gene2312;sRNA216;1042;1074;39;71;-6.1
Gene1516;sRNA92;209;220;155;166;-6.1
Gene1365;sRNA145;65;72;87;94;-6.1
Gene548;sRNA275;1422;1435;111;124;-6.1
Gene2368;sRNA273;1340;1365;28;53;-6.1
Gene957;sRNA170;566;592;16;42;-6.1
Gene196;sRNA132;971;990;92;111;-6.1
Gene1046;sRNA64;1306;1335;45;74;-6.1
Gene1710;sRNA133;1090;1122;61;93;-6.1
Gene450;sRNA3;168;195;92;119;-6.1
Gene995;sRNA122;1276;1300;61;85;-6.1
Gene2354;sRNA9;199;213;54;68;-6.1
Gene2237;sRNA149;1182;1215;156;189;-6.1
Gene1803;sRNA44;412;446;33;67;-6.1
Gene2285;sRNA291;742;753;131;142;-6.1
Gene2131;sRNA50;833;865;155;187;-6.1
Gene1648;sRNA149;1434;1463;139;168;-6.1
Gene2150;sRNA41;861;889;67;95;-6.1
Gene106;sRNA67;1368;1386;175;193;-6.1
Gene2592;sRNA63;1155;1172;160;177;-6.1
Gene633;sRNA170;976;986;70;80;-6.1
Gene2750;sRNA145;284;301;193;210;-6.1
Gene1585;sRNA106;327;359;163;195;-6.1
Gene2291;sRNA219;1098;1109;96;107;-6.1
Gene711;sRNA134;170;199;33;62;-6.1
Gene756;sRNA50;193;219;178;204;-6.09
Gene1708;sRNA134;1372;1378;86;92;-6.09
Gene1701;sRNA43;1014;1030;157;173;-6.09
Gene2768;sRNA219;78;102;191;215;-6.09
Gene2725;sRNA122;1234;1253;1;20;-6.09
Gene1480;sRNA6;923;953;85;115;-6.09
Gene515;sRNA75;1155;1169;134;148;-6.09
Gene595;sRNA29;1005;1030;129;154;-6.09
Gene988;sRNA175;1437;1448;26;37;-6.09
Gene2109;sRNA209;1345;1352;42;49;-6.09
Gene1528;sRNA68;1493;1513;164;184;-6.09
Gene2152;sRNA148;897;929;175;207;-6.09
Gene1915;sRNA50;1046;1061;155;170;-6.09
Gene1886;sRNA187;163;194;158;189;-6.09
Gene1772;sRNA192;574;604;176;206;-6.09
Gene2818;sRNA233;1277;1290;126;139;-6.09
Gene1873;sRNA113;671;682;196;207;-6.09
Gene1325;sRNA166;1172;1190;169;187;-6.09
Gene2383;sRNA192;822;835;171;184;-6.09
Gene1841;sRNA61;1012;1021;101;110;-6.09
Gene2695;sRNA217;850;878;11;39;-6.09
Gene1344;sRNA171;237;246;168;177;-6.09
Gene493;sRNA189;147;176;142;171;-6.09
Gene1448;sRNA233;1465;1488;76;99;-6.09
Gene285;sRNA267;655;678;160;183;-6.09
Gene68;sRNA163;980;1003;183;206;-6.09
Gene684;sRNA172;368;401;156;189;-6.09
Gene2096;sRNA208;760;776;144;160;-6.09
Gene604;sRNA155;521;546;128;153;-6.09
Gene2457;sRNA174;168;196;84;112;-6.09
Gene2846;sRNA50;1265;1290;46;71;-6.09
Gene2829;sRNA213;1163;1197;66;100;-6.09
Gene867;sRNA160;1190;1222;40;72;-6.09
Gene1162;sRNA65;600;617;101;118;-6.09
Gene1441;sRNA234;984;1006;98;120;-6.09
Gene1389;sRNA187;1210;1228;197;215;-6.09
Gene7;sRNA50;190;224;163;197;-6.09
Gene1876;sRNA90;508;538;94;124;-6.09
Gene633;sRNA82;176;182;138;144;-6.09
Gene586;sRNA87;1408;1427;163;182;-6.09
Gene2188;sRNA149;66;99;145;178;-6.09
Gene2093;sRNA84;733;749;5;21;-6.09
Gene297;sRNA107;606;620;14;28;-6.09
Gene2543;sRNA189;522;556;183;217;-6.09
Gene1166;sRNA178;337;355;23;41;-6.09
Gene2614;sRNA181;911;918;41;48;-6.09
Gene2247;sRNA9;476;489;77;90;-6.09
Gene185;sRNA3;253;285;190;222;-6.08
Gene1516;sRNA134;768;788;6;26;-6.08
Gene1918;sRNA169;1208;1217;122;131;-6.08
Gene928;sRNA188;575;590;64;79;-6.08
Gene2845;sRNA147;707;727;127;147;-6.08
Gene1639;sRNA64;977;990;196;209;-6.08
Gene1738;sRNA173;1002;1029;59;86;-6.08
Gene2223;sRNA240;425;447;179;201;-6.08
Gene2680;sRNA212;304;327;93;116;-6.08
Gene2495;sRNA190;859;890;62;93;-6.08
Gene2161;sRNA7;1196;1228;123;155;-6.08
Gene981;sRNA64;1049;1068;147;166;-6.08
Gene1805;sRNA136;926;942;171;187;-6.08
Gene2296;sRNA225;146;154;45;53;-6.08
Gene229;sRNA280;485;518;8;41;-6.08
Gene1868;sRNA9;1256;1278;55;77;-6.08
Gene2119;sRNA46;806;818;44;56;-6.08
Gene2591;sRNA232;1492;1520;6;34;-6.08
Gene436;sRNA65;956;968;19;31;-6.08
Gene2639;sRNA129;439;460;155;176;-6.08
Gene2834;sRNA224;122;143;93;114;-6.08
Gene2856;sRNA93;1470;1504;58;92;-6.08
Gene2367;sRNA172;1063;1088;173;198;-6.08
Gene2541;sRNA96;827;857;18;48;-6.08
Gene2546;sRNA189;1418;1431;176;189;-6.08
Gene2455;sRNA55;1497;1515;153;171;-6.08
Gene1479;sRNA132;273;284;168;179;-6.08
Gene1860;sRNA196;752;777;30;55;-6.08
Gene2488;sRNA201;1151;1178;116;143;-6.08
Gene357;sRNA114;940;973;157;190;-6.08
Gene176;sRNA238;1431;1451;141;161;-6.08
Gene1039;sRNA106;537;555;20;38;-6.08
Gene36;sRNA179;908;933;1;26;-6.08
Gene154;sRNA59;340;373;188;221;-6.08
Gene2437;sRNA3;1374;1397;112;135;-6.08
Gene865;sRNA156;176;188;111;123;-6.08
Gene1556;sRNA226;381;402;150;171;-6.08
Gene2154;sRNA186;345;370;54;79;-6.08
Gene1882;sRNA189;183;216;28;61;-6.07
Gene1239;sRNA211;99;112;29;42;-6.07
Gene2841;sRNA87;75;97;58;80;-6.07
Gene2647;sRNA134;415;433;99;117;-6.07
Gene747;sRNA67;1004;1036;190;222;-6.07
Gene2712;sRNA203;754;774;51;71;-6.07
Gene1382;sRNA237;1459;1465;151;157;-6.07
Gene2488;sRNA9;324;341;103;120;-6.07
Gene873;sRNA29;170;180;60;70;-6.07
Gene688;sRNA100;244;274;71;101;-6.07
Gene1346;sRNA212;1354;1374;194;214;-6.07
Gene1925;sRNA239;307;318;93;104;-6.07
Gene672;sRNA185;567;586;23;42;-6.07
Gene2371;sRNA50;604;634;125;155;-6.07
Gene1243;sRNA218;895;912;146;163;-6.07
Gene2160;sRNA41;1029;1059;40;70;-6.07
Gene2138;sRNA84;130;162;93;125;-6.07
Gene1085;sRNA250;991;1003;89;101;-6.07
Gene2350;sRNA25;1138;1147;68;77;-6.07
Gene188;sRNA100;730;764;199;233;-6.07
Gene1595;sRNA76;923;952;39;68;-6.07
Gene2446;sRNA265;341;349;95;103;-6.07
Gene1330;sRNA237;1350;1364;103;117;-6.07
Gene1711;sRNA141;269;303;121;155;-6.07
Gene1416;sRNA116;1261;1270;26;35;-6.07
Gene1014;sRNA234;1040;1061;165;186;-6.07
Gene2291;sRNA9;415;447;79;111;-6.07
Gene2414;sRNA2;308;342;100;134;-6.07
Gene1185;sRNA186;738;759;71;92;-6.07
Gene2387;sRNA174;1435;1460;199;224;-6.07
Gene1470;sRNA246;111;136;24;49;-6.07
Gene105;sRNA3;1229;1243;125;139;-6.07
Gene2157;sRNA136;1396;1417;130;151;-6.07
Gene881;sRNA9;560;570;33;43;-6.07
Gene2582;sRNA215;67;77;82;92;-6.07
Gene1923;sRNA82;1137;1147;199;209;-6.07
Gene2558;sRNA50;133;163;167;197;-6.07
Gene24;sRNA165;655;682;97;124;-6.07
Gene2294;sRNA9;1316;1332;48;64;-6.07
Gene1470;sRNA231;264;296;106;138;-6.07
